type	latitude	longitude	name	desc
T	18.0243230	-67.1740580
T	18.0239965	-67.1738863
T	18.0236292	-67.1737146
T	18.0232211	-67.1734571
T	18.0228130	-67.1732855
T	18.0224049	-67.1732426
T	18.0219152	-67.1731567
T	18.0213030	-67.1730709
T	18.0209358	-67.1730709
T	18.0202828	-67.1730709
T	18.0197523	-67.1730280
T	18.0192217	-67.1729851
T	18.0185279	-67.1729851
T	18.0179566	-67.1731138
T	18.0173852	-67.1731138
T	18.0168547	-67.1732426
T	18.0163650	-67.1733284
T	18.0158344	-67.1734142
T	18.0153447	-67.1735859
T	18.0148550	-67.1736288
T	18.0144060	-67.1736717
T	18.0139979	-67.1738434
T	18.0134265	-67.1741438
T	18.0130184	-67.1742725
T	18.0126511	-67.1746159
T	18.0122430	-67.1749163
T	18.0117124	-67.1753454
T	18.0114676	-67.1756029
T	18.0114676	-67.1760029
T	18.0117124	-67.1757454
T	18.0122430	-67.1753163
T	18.0126511	-67.1750159
T	18.0130184	-67.1746725
T	18.0134265	-67.1745438
T	18.0139979	-67.1742434
T	18.0144060	-67.1740717
T	18.0148550	-67.1740288
T	18.0153447	-67.1739859
T	18.0158344	-67.1738142
T	18.0163650	-67.1737284
T	18.0168547	-67.1736426
T	18.0173852	-67.1735138
T	18.0179566	-67.1735138
T	18.0185279	-67.1733851
T	18.0192217	-67.1733851
T	18.0197523	-67.1734280
T	18.0202828	-67.1734709
T	18.0209358	-67.1734709
T	18.0213030	-67.1734709
T	18.0219152	-67.1735567
T	18.0224049	-67.1736426
T	18.0228130	-67.1736855
T	18.0232211	-67.1738571
T	18.0236292	-67.1741146
T	18.0239965	-67.1742863
T	18.0243230	-67.1744580
T	18.0243230	-67.1748580
T	18.0239965	-67.1746863
T	18.0236292	-67.1745146
T	18.0232211	-67.1742571
T	18.0228130	-67.1740855
T	18.0224049	-67.1740426
T	18.0219152	-67.1739567
T	18.0213030	-67.1738709
T	18.0209358	-67.1738709
T	18.0202828	-67.1738709
T	18.0197523	-67.1738280
T	18.0192217	-67.1737851
T	18.0185279	-67.1737851
T	18.0179566	-67.1739138
T	18.0173852	-67.1739138
T	18.0168547	-67.1740426
T	18.0163650	-67.1741284
T	18.0158344	-67.1742142
T	18.0153447	-67.1743859
T	18.0148550	-67.1744288
T	18.0144060	-67.1744717
T	18.0139979	-67.1746434
T	18.0134265	-67.1749438
T	18.0130184	-67.1750725
T	18.0126511	-67.1754159
T	18.0122430	-67.1757163
T	18.0117124	-67.1761454
T	18.0114676	-67.1764029
T	18.0114676	-67.1768029
T	18.0117124	-67.1765454
T	18.0122430	-67.1761163
T	18.0126511	-67.1758159
T	18.0130184	-67.1754725
T	18.0134265	-67.1753438
T	18.0139979	-67.1750434
T	18.0144060	-67.1748717
T	18.0148550	-67.1748288
T	18.0153447	-67.1747859
T	18.0158344	-67.1746142
T	18.0163650	-67.1745284
T	18.0168547	-67.1744426
T	18.0173852	-67.1743138
T	18.0179566	-67.1743138
T	18.0185279	-67.1741851
T	18.0192217	-67.1741851
T	18.0197523	-67.1742280
T	18.0202828	-67.1742709
T	18.0209358	-67.1742709
T	18.0213030	-67.1742709
T	18.0219152	-67.1743567
T	18.0224049	-67.1744426
T	18.0228130	-67.1744855
T	18.0232211	-67.1746571
T	18.0236292	-67.1749146
T	18.0239965	-67.1750863
T	18.0243230	-67.1752580
T	18.0243230	-67.1756580
T	18.0239965	-67.1754863
T	18.0236292	-67.1753146
T	18.0232211	-67.1750571
T	18.0228130	-67.1748855
T	18.0224049	-67.1748426
T	18.0219152	-67.1747567
T	18.0213030	-67.1746709
T	18.0209358	-67.1746709
T	18.0202828	-67.1746709
T	18.0197523	-67.1746280
T	18.0192217	-67.1745851
T	18.0185279	-67.1745851
T	18.0179566	-67.1747138
T	18.0173852	-67.1747138
T	18.0168547	-67.1748426
T	18.0163650	-67.1749284
T	18.0158344	-67.1750142
T	18.0153447	-67.1751859
T	18.0148550	-67.1752288
T	18.0144060	-67.1752717
T	18.0139979	-67.1754434
T	18.0134265	-67.1757438
T	18.0130184	-67.1758725
T	18.0126511	-67.1762159
T	18.0122430	-67.1765163
T	18.0117124	-67.1769454
T	18.0114676	-67.1772029
T	18.0114676	-67.1776029
T	18.0117124	-67.1773454
T	18.0122430	-67.1769163
T	18.0126511	-67.1766159
T	18.0130184	-67.1762725
T	18.0134265	-67.1761438
T	18.0139979	-67.1758434
T	18.0144060	-67.1756717
T	18.0148550	-67.1756288
T	18.0153447	-67.1755859
T	18.0158344	-67.1754142
T	18.0163650	-67.1753284
T	18.0168547	-67.1752426
T	18.0173852	-67.1751138
T	18.0179566	-67.1751138
T	18.0185279	-67.1749851
T	18.0192217	-67.1749851
T	18.0197523	-67.1750280
T	18.0202828	-67.1750709
T	18.0209358	-67.1750709
T	18.0213030	-67.1750709
T	18.0219152	-67.1751567
T	18.0224049	-67.1752426
T	18.0228130	-67.1752855
T	18.0232211	-67.1754571
T	18.0236292	-67.1757146
T	18.0239965	-67.1758863
T	18.0243230	-67.1760580
T	18.0243230	-67.1764580
T	18.0239965	-67.1762863
T	18.0236292	-67.1761146
T	18.0232211	-67.1758571
T	18.0228130	-67.1756855
T	18.0224049	-67.1756426
T	18.0219152	-67.1755567
T	18.0213030	-67.1754709
T	18.0209358	-67.1754709
T	18.0202828	-67.1754709
T	18.0197523	-67.1754280
T	18.0192217	-67.1753851
T	18.0185279	-67.1753851
T	18.0179566	-67.1755138
T	18.0173852	-67.1755138
T	18.0168547	-67.1756426
T	18.0163650	-67.1757284
T	18.0158344	-67.1758142
T	18.0153447	-67.1759859
T	18.0148550	-67.1760288
T	18.0144060	-67.1760717
T	18.0139979	-67.1762434
T	18.0134265	-67.1765438
T	18.0130184	-67.1766725
T	18.0126511	-67.1770159
T	18.0122430	-67.1773163
T	18.0117124	-67.1777454
T	18.0114676	-67.1780029
T	18.0114676	-67.1784029
T	18.0117124	-67.1781454
T	18.0122430	-67.1777163
T	18.0126511	-67.1774159
T	18.0130184	-67.1770725
T	18.0134265	-67.1769438
T	18.0139979	-67.1766434
T	18.0144060	-67.1764717
T	18.0148550	-67.1764288
T	18.0153447	-67.1763859
T	18.0158344	-67.1762142
T	18.0163650	-67.1761284
T	18.0168547	-67.1760426
T	18.0173852	-67.1759138
T	18.0179566	-67.1759138
T	18.0185279	-67.1757851
T	18.0192217	-67.1757851
T	18.0197523	-67.1758280
T	18.0202828	-67.1758709
T	18.0209358	-67.1758709
T	18.0213030	-67.1758709
T	18.0219152	-67.1759567
T	18.0224049	-67.1760426
T	18.0228130	-67.1760855
T	18.0232211	-67.1762571
T	18.0236292	-67.1765146
T	18.0239965	-67.1766863
T	18.0243230	-67.1768580
T	18.0243230	-67.1772580
T	18.0239965	-67.1770863
T	18.0236292	-67.1769146
T	18.0232211	-67.1766571
T	18.0228130	-67.1764855
T	18.0224049	-67.1764426
T	18.0219152	-67.1763567
T	18.0213030	-67.1762709
T	18.0209358	-67.1762709
T	18.0202828	-67.1762709
T	18.0197523	-67.1762280
T	18.0192217	-67.1761851
T	18.0185279	-67.1761851
T	18.0179566	-67.1763138
T	18.0173852	-67.1763138
T	18.0168547	-67.1764426
T	18.0163650	-67.1765284
T	18.0158344	-67.1766142
T	18.0153447	-67.1767859
T	18.0148550	-67.1768288
T	18.0144060	-67.1768717
T	18.0139979	-67.1770434
T	18.0134265	-67.1773438
T	18.0130184	-67.1774725
T	18.0126511	-67.1778159
T	18.0122430	-67.1781163
T	18.0117124	-67.1785454
T	18.0114676	-67.1788029
T	18.0114676	-67.1792029
T	18.0117124	-67.1789454
T	18.0122430	-67.1785163
T	18.0126511	-67.1782159
T	18.0130184	-67.1778725
T	18.0134265	-67.1777438
T	18.0139979	-67.1774434
T	18.0144060	-67.1772717
T	18.0148550	-67.1772288
T	18.0153447	-67.1771859
T	18.0158344	-67.1770142
T	18.0163650	-67.1769284
T	18.0168547	-67.1768426
T	18.0173852	-67.1767138
T	18.0179566	-67.1767138
T	18.0185279	-67.1765851
T	18.0192217	-67.1765851
T	18.0197523	-67.1766280
T	18.0202828	-67.1766709
T	18.0209358	-67.1766709
T	18.0213030	-67.1766709
T	18.0219152	-67.1767567
T	18.0224049	-67.1768426
T	18.0228130	-67.1768855
T	18.0232211	-67.1770571
T	18.0236292	-67.1773146
T	18.0239965	-67.1774863
T	18.0243230	-67.1776580
T	18.0243230	-67.1780580
T	18.0239965	-67.1778863
T	18.0236292	-67.1777146
T	18.0232211	-67.1774571
T	18.0228130	-67.1772855
T	18.0224049	-67.1772426
T	18.0219152	-67.1771567
T	18.0213030	-67.1770709
T	18.0209358	-67.1770709
T	18.0202828	-67.1770709
T	18.0197523	-67.1770280
T	18.0192217	-67.1769851
T	18.0185279	-67.1769851
T	18.0179566	-67.1771138
T	18.0173852	-67.1771138
T	18.0168547	-67.1772426
T	18.0163650	-67.1773284
T	18.0158344	-67.1774142
T	18.0153447	-67.1775859
T	18.0148550	-67.1776288
T	18.0144060	-67.1776717
T	18.0139979	-67.1778434
T	18.0134265	-67.1781438
T	18.0130184	-67.1782725
T	18.0126511	-67.1786159
T	18.0122430	-67.1789163
T	18.0117124	-67.1793454
T	18.0114676	-67.1796029
T	18.0114676	-67.1800029
T	18.0117124	-67.1797454
T	18.0122430	-67.1793163
T	18.0126511	-67.1790159
T	18.0130184	-67.1786725
T	18.0134265	-67.1785438
T	18.0139979	-67.1782434
T	18.0144060	-67.1780717
T	18.0148550	-67.1780288
T	18.0153447	-67.1779859
T	18.0158344	-67.1778142
T	18.0163650	-67.1777284
T	18.0168547	-67.1776426
T	18.0173852	-67.1775138
T	18.0179566	-67.1775138
T	18.0185279	-67.1773851
T	18.0192217	-67.1773851
T	18.0197523	-67.1774280
T	18.0202828	-67.1774709
T	18.0209358	-67.1774709
T	18.0213030	-67.1774709
T	18.0219152	-67.1775567
T	18.0224049	-67.1776426
T	18.0228130	-67.1776855
T	18.0232211	-67.1778571
T	18.0236292	-67.1781146
T	18.0239965	-67.1782863
T	18.0243230	-67.1784580
T	18.0243230	-67.1788580
T	18.0239965	-67.1786863
T	18.0236292	-67.1785146
T	18.0232211	-67.1782571
T	18.0228130	-67.1780855
T	18.0224049	-67.1780426
T	18.0219152	-67.1779567
T	18.0213030	-67.1778709
T	18.0209358	-67.1778709
T	18.0202828	-67.1778709
T	18.0197523	-67.1778280
T	18.0192217	-67.1777851
T	18.0185279	-67.1777851
T	18.0179566	-67.1779138
T	18.0173852	-67.1779138
T	18.0168547	-67.1780426
T	18.0163650	-67.1781284
T	18.0158344	-67.1782142
T	18.0153447	-67.1783859
T	18.0148550	-67.1784288
T	18.0144060	-67.1784717
T	18.0139979	-67.1786434
T	18.0134265	-67.1789438
T	18.0130184	-67.1790725
T	18.0126511	-67.1794159
T	18.0122430	-67.1797163
T	18.0117124	-67.1801454
T	18.0114676	-67.1804029
T	18.0114676	-67.1808029
T	18.0117124	-67.1805454
T	18.0122430	-67.1801163
T	18.0126511	-67.1798159
T	18.0130184	-67.1794725
T	18.0134265	-67.1793438
T	18.0139979	-67.1790434
T	18.0144060	-67.1788717
T	18.0148550	-67.1788288
T	18.0153447	-67.1787859
T	18.0158344	-67.1786142
T	18.0163650	-67.1785284
T	18.0168547	-67.1784426
T	18.0173852	-67.1783138
T	18.0179566	-67.1783138
T	18.0185279	-67.1781851
T	18.0192217	-67.1781851
T	18.0197523	-67.1782280
T	18.0202828	-67.1782709
T	18.0209358	-67.1782709
T	18.0213030	-67.1782709
T	18.0219152	-67.1783567
T	18.0224049	-67.1784426
T	18.0228130	-67.1784855
T	18.0232211	-67.1786571
T	18.0236292	-67.1789146
T	18.0239965	-67.1790863
T	18.0243230	-67.1792580
T	18.0243230	-67.1796580
T	18.0239965	-67.1794863
T	18.0236292	-67.1793146
T	18.0232211	-67.1790571
T	18.0228130	-67.1788855
T	18.0224049	-67.1788426
T	18.0219152	-67.1787567
T	18.0213030	-67.1786709
T	18.0209358	-67.1786709
T	18.0202828	-67.1786709
T	18.0197523	-67.1786280
T	18.0192217	-67.1785851
T	18.0185279	-67.1785851
T	18.0179566	-67.1787138
T	18.0173852	-67.1787138
T	18.0168547	-67.1788426
T	18.0163650	-67.1789284
T	18.0158344	-67.1790142
T	18.0153447	-67.1791859
T	18.0148550	-67.1792288
T	18.0144060	-67.1792717
T	18.0139979	-67.1794434
T	18.0134265	-67.1797438
T	18.0130184	-67.1798725
T	18.0126511	-67.1802159
T	18.0122430	-67.1805163
T	18.0117124	-67.1809454
T	18.0114676	-67.1812029
T	18.0114676	-67.1816029
T	18.0117124	-67.1813454
T	18.0122430	-67.1809163
T	18.0126511	-67.1806159
T	18.0130184	-67.1802725
T	18.0134265	-67.1801438
T	18.0139979	-67.1798434
T	18.0144060	-67.1796717
T	18.0148550	-67.1796288
T	18.0153447	-67.1795859
T	18.0158344	-67.1794142
T	18.0163650	-67.1793284
T	18.0168547	-67.1792426
T	18.0173852	-67.1791138
T	18.0179566	-67.1791138
T	18.0185279	-67.1789851
T	18.0192217	-67.1789851
T	18.0197523	-67.1790280
T	18.0202828	-67.1790709
T	18.0209358	-67.1790709
T	18.0213030	-67.1790709
T	18.0219152	-67.1791567
T	18.0224049	-67.1792426
T	18.0228130	-67.1792855
T	18.0232211	-67.1794571
T	18.0236292	-67.1797146
T	18.0239965	-67.1798863
T	18.0243230	-67.1800580
T	18.0243230	-67.1804580
T	18.0239965	-67.1802863
T	18.0236292	-67.1801146
T	18.0232211	-67.1798571
T	18.0228130	-67.1796855
T	18.0224049	-67.1796426
T	18.0219152	-67.1795567
T	18.0213030	-67.1794709
T	18.0209358	-67.1794709
T	18.0202828	-67.1794709
T	18.0197523	-67.1794280
T	18.0192217	-67.1793851
T	18.0185279	-67.1793851
T	18.0179566	-67.1795138
T	18.0173852	-67.1795138
T	18.0168547	-67.1796426
T	18.0163650	-67.1797284
T	18.0158344	-67.1798142
T	18.0153447	-67.1799859
T	18.0148550	-67.1800288
T	18.0144060	-67.1800717
T	18.0139979	-67.1802434
T	18.0134265	-67.1805438
T	18.0130184	-67.1806725
T	18.0126511	-67.1810159
T	18.0122430	-67.1813163
T	18.0117124	-67.1817454
T	18.0114676	-67.1820029
T	18.0114676	-67.1824029
T	18.0117124	-67.1821454
T	18.0122430	-67.1817163
T	18.0126511	-67.1814159
T	18.0130184	-67.1810725
T	18.0134265	-67.1809438
T	18.0139979	-67.1806434
T	18.0144060	-67.1804717
T	18.0148550	-67.1804288
T	18.0153447	-67.1803859
T	18.0158344	-67.1802142
T	18.0163650	-67.1801284
T	18.0168547	-67.1800426
T	18.0173852	-67.1799138
T	18.0179566	-67.1799138
T	18.0185279	-67.1797851
T	18.0192217	-67.1797851
T	18.0197523	-67.1798280
T	18.0202828	-67.1798709
T	18.0209358	-67.1798709
T	18.0213030	-67.1798709
T	18.0219152	-67.1799567
T	18.0224049	-67.1800426
T	18.0228130	-67.1800855
T	18.0232211	-67.1802571
T	18.0236292	-67.1805146
T	18.0239965	-67.1806863
T	18.0243230	-67.1808580
T	18.0243230	-67.1812580
T	18.0239965	-67.1810863
T	18.0236292	-67.1809146
T	18.0232211	-67.1806571
T	18.0228130	-67.1804855
T	18.0224049	-67.1804426
T	18.0219152	-67.1803567
T	18.0213030	-67.1802709
T	18.0209358	-67.1802709
T	18.0202828	-67.1802709
T	18.0197523	-67.1802280
T	18.0192217	-67.1801851
T	18.0185279	-67.1801851
T	18.0179566	-67.1803138
T	18.0173852	-67.1803138
T	18.0168547	-67.1804426
T	18.0163650	-67.1805284
T	18.0158344	-67.1806142
T	18.0153447	-67.1807859
T	18.0148550	-67.1808288
T	18.0144060	-67.1808717
T	18.0139979	-67.1810434
T	18.0134265	-67.1813438
T	18.0130184	-67.1814725
T	18.0126511	-67.1818159
T	18.0122430	-67.1821163
T	18.0117124	-67.1825454
T	18.0114676	-67.1828029
T	18.0114676	-67.1832029
T	18.0117124	-67.1829454
T	18.0122430	-67.1825163
T	18.0126511	-67.1822159
T	18.0130184	-67.1818725
T	18.0134265	-67.1817438
T	18.0139979	-67.1814434
T	18.0144060	-67.1812717
T	18.0148550	-67.1812288
T	18.0153447	-67.1811859
T	18.0158344	-67.1810142
T	18.0163650	-67.1809284
T	18.0168547	-67.1808426
T	18.0173852	-67.1807138
T	18.0179566	-67.1807138
T	18.0185279	-67.1805851
T	18.0192217	-67.1805851
T	18.0197523	-67.1806280
T	18.0202828	-67.1806709
T	18.0209358	-67.1806709
T	18.0213030	-67.1806709
T	18.0219152	-67.1807567
T	18.0224049	-67.1808426
T	18.0228130	-67.1808855
T	18.0232211	-67.1810571
T	18.0236292	-67.1813146
T	18.0239965	-67.1814863
T	18.0243230	-67.1816580
T	18.0243230	-67.1820580
T	18.0239965	-67.1818863
T	18.0236292	-67.1817146
T	18.0232211	-67.1814571
T	18.0228130	-67.1812855
T	18.0224049	-67.1812426
T	18.0219152	-67.1811567
T	18.0213030	-67.1810709
T	18.0209358	-67.1810709
T	18.0202828	-67.1810709
T	18.0197523	-67.1810280
T	18.0192217	-67.1809851
T	18.0185279	-67.1809851
T	18.0179566	-67.1811138
T	18.0173852	-67.1811138
T	18.0168547	-67.1812426
T	18.0163650	-67.1813284
T	18.0158344	-67.1814142
T	18.0153447	-67.1815859
T	18.0148550	-67.1816288
T	18.0144060	-67.1816717
T	18.0139979	-67.1818434
T	18.0134265	-67.1821438
T	18.0130184	-67.1822725
T	18.0126511	-67.1826159
T	18.0122430	-67.1829163
T	18.0117124	-67.1833454
T	18.0114676	-67.1836029
T	18.0114676	-67.1840029
T	18.0117124	-67.1837454
T	18.0122430	-67.1833163
T	18.0126511	-67.1830159
T	18.0130184	-67.1826725
T	18.0134265	-67.1825438
T	18.0139979	-67.1822434
T	18.0144060	-67.1820717
T	18.0148550	-67.1820288
T	18.0153447	-67.1819859
T	18.0158344	-67.1818142
T	18.0163650	-67.1817284
T	18.0168547	-67.1816426
T	18.0173852	-67.1815138
T	18.0179566	-67.1815138
T	18.0185279	-67.1813851
T	18.0192217	-67.1813851
T	18.0197523	-67.1814280
T	18.0202828	-67.1814709
T	18.0209358	-67.1814709
T	18.0213030	-67.1814709
T	18.0219152	-67.1815567
T	18.0224049	-67.1816426
T	18.0228130	-67.1816855
T	18.0232211	-67.1818571
T	18.0236292	-67.1821146
T	18.0239965	-67.1822863
T	18.0243230	-67.1824580
T	18.0243230	-67.1828580
T	18.0239965	-67.1826863
T	18.0236292	-67.1825146
T	18.0232211	-67.1822571
T	18.0228130	-67.1820855
T	18.0224049	-67.1820426
T	18.0219152	-67.1819567
T	18.0213030	-67.1818709
T	18.0209358	-67.1818709
T	18.0202828	-67.1818709
T	18.0197523	-67.1818280
T	18.0192217	-67.1817851
T	18.0185279	-67.1817851
T	18.0179566	-67.1819138
T	18.0173852	-67.1819138
T	18.0168547	-67.1820426
T	18.0163650	-67.1821284
T	18.0158344	-67.1822142
T	18.0153447	-67.1823859
T	18.0148550	-67.1824288
